服务器id,玩家uid,操作项目,次数,总银币
261,273679438,普通洗练,13,135200
261,273683146,普通洗练,25,260000
261,273683968,普通洗练,38,148200
261,273687670,普通洗练,9,55200
261,273687745,普通洗练,9,93600
261,273687767,普通洗练,60,296400
261,273689739,普通洗练,26,118400
261,273692652,普通洗练,130,702000
261,273695157,普通洗练,2,20800
261,273695756,普通洗练,36,339300
261,273697793,普通洗练,10,104000
261,273699058,普通洗练,3,11700
261,273700092,普通洗练,3,11700
261,273704300,普通洗练,12,46800
261,273704380,普通洗练,22,143000
261,273704704,普通洗练,15,94900
261,273704706,普通洗练,10,39000
261,273706608,普通洗练,27,237900
261,273707055,普通洗练,14,91000
261,273712100,普通洗练,11,71500
261,273714020,普通洗练,10,65000
261,273714322,普通洗练,38,163800
261,273717159,普通洗练,25,260000
261,273717645,普通洗练,54,351000
261,273719455,普通洗练,11,71500
261,273727630,普通洗练,11,71500
261,273731136,普通洗练,1,6500
261,273731341,普通洗练,21,136500
261,273732395,普通洗练,11,26600
261,273740958,普通洗练,15,156000
261,273741454,普通洗练,30,135200
261,273742942,普通洗练,2,13000
261,273743768,普通洗练,3,11700
261,273744720,普通洗练,12,46800
261,273744905,普通洗练,8,31200
服务器id,玩家uid,操作项目,次数,总银币
260,272629914,普通洗练,21,117600
260,272630018,普通洗练,29,188500
260,272630311,普通洗练,18,70200
260,272630549,普通洗练,9,81900
260,272630723,普通洗练,64,200900
260,272631686,普通洗练,51,341900
260,272635806,普通洗练,6,23400
260,272635824,普通洗练,15,156000
260,272638450,普通洗练,1,6500
260,272639995,普通洗练,12,78000
260,272643345,普通洗练,20,208000
260,272645199,普通洗练,46,245000
260,272645537,普通洗练,5,52000
260,272645714,普通洗练,101,622700
260,272645773,普通洗练,17,110500
260,272646849,普通洗练,13,72800
260,272648254,普通洗练,9,54600
260,272648355,普通洗练,13,72800
260,272649507,普通洗练,1,3900
260,272653084,普通洗练,7,45500
260,272653256,普通洗练,3,16800
260,272654594,普通洗练,5,32500
260,272656036,普通洗练,5,15400
260,272659570,普通洗练,3,19500
260,272663015,普通洗练,21,143700
260,272663946,普通洗练,8,83200
260,272665088,普通洗练,20,78000
260,272665436,普通洗练,14,54600
260,272666179,普通洗练,13,50700
260,272666244,普通洗练,3,31200
260,272667088,普通洗练,38,148200
260,272667847,普通洗练,12,46800
260,272669059,普通洗练,111,490100
260,272669360,普通洗练,3,11700
260,272669479,普通洗练,10,39000
260,272670118,普通洗练,8,31200
260,272670179,普通洗练,5,32500
260,272670317,普通洗练,1,6500
260,272670669,普通洗练,6,26000
260,272670869,普通洗练,12,46800
260,272670870,普通洗练,23,89700
260,272670890,普通洗练,21,81900
服务器id,玩家uid,操作项目,次数,总银币
259,271582129,普通洗练,3,11700
259,271582784,普通洗练,85,203700
259,271582807,普通洗练,3,19500
259,271585180,普通洗练,7,45500
259,271585346,普通洗练,22,143000
服务器id,玩家uid,操作项目,次数,总银币
258,270532618,普通洗练,355,3692000
258,270534629,普通洗练,5,32500
258,270536326,普通洗练,4,22400
258,270538712,普通洗练,3,31200
258,270539949,普通洗练,6,21000
258,270539969,普通洗练,4,26000
258,270540582,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
257,269484085,普通洗练,5,52000
257,269484108,普通洗练,2,13900
257,269484118,普通洗练,149,1014000
257,269484408,普通洗练,10,39000
257,269484480,普通洗练,4,26000
257,269484846,普通洗练,8,52000
257,269484847,普通洗练,42,208000
257,269484855,普通洗练,1,5600
257,269485293,普通洗练,7,72800
257,269485955,普通洗练,4,41600
257,269486358,普通洗练,41,167700
257,269487862,普通洗练,4,22400
257,269488272,普通洗练,10,39000
257,269488577,普通洗练,7,24500
257,269488687,普通洗练,19,91700
257,269489124,普通洗练,2,20800
257,269490192,普通洗练,18,72500
257,269490825,普通洗练,1,3900
257,269491993,普通洗练,51,263900
257,269492727,普通洗练,95,890500
257,269493076,普通洗练,2,11200
257,269495465,普通洗练,12,42000
257,269495870,普通洗练,4,41600
257,269496482,普通洗练,11,114400
257,269498366,普通洗练,15,93900
257,269500911,普通洗练,9,58500
257,269501085,普通洗练,30,195000
257,269501128,普通洗练,17,56700
257,269502022,普通洗练,4,26000
257,269502583,普通洗练,2,13000
257,269502661,普通洗练,40,409500
257,269504087,普通洗练,21,136500
257,269505185,普通洗练,5,19500
257,269506695,普通洗练,1,3900
257,269507071,普通洗练,3,31200
257,269509095,普通洗练,5,32500
257,269509376,普通洗练,10,65000
257,269512341,普通洗练,1,3900
257,269512398,普通洗练,7,27300
257,269512405,普通洗练,1,10400
257,269513493,普通洗练,2,20800
257,269514007,普通洗练,3,16800
257,269514026,普通洗练,10,65000
257,269515355,普通洗练,2,7800
257,269515914,普通洗练,24,106600
257,269516769,普通洗练,7,14700
257,269516779,普通洗练,10,39000
257,269516838,普通洗练,84,369200
257,269516841,普通洗练,60,234000
257,269516899,普通洗练,33,128700
257,269516974,普通洗练,107,417300
服务器id,玩家uid,操作项目,次数,总银币
253,265289767,普通洗练,2,13000
253,265289783,普通洗练,10,35000
253,265289788,普通洗练,6,39000
253,265293682,普通洗练,3,16800
253,265294734,普通洗练,67,447200
253,265298184,普通洗练,55,214500
253,265300920,普通洗练,121,422300
253,265301641,普通洗练,12,124800
253,265301833,普通洗练,6,62400
253,265312108,普通洗练,4,26000
253,265312449,普通洗练,3,11700
253,265312920,普通洗练,8,31200
服务器id,玩家uid,操作项目,次数,总银币
255,267386888,普通洗练,81,386100
255,267386914,普通洗练,39,405600
255,267387464,普通洗练,53,185500
255,267387527,普通洗练,2,20800
255,267389307,普通洗练,16,62400
255,267391906,普通洗练,10,104000
255,267392123,普通洗练,23,89700
服务器id,玩家uid,操作项目,次数,总银币
254,266338345,普通洗练,9,35100
254,266338378,普通洗练,4,22400
254,266338472,普通洗练,1,3900
254,266339466,普通洗练,6,39000
254,266340549,普通洗练,31,279500
254,266340675,普通洗练,23,89700
254,266340806,普通洗练,11,50700
254,266342549,普通洗练,3,24700
254,266343648,普通洗练,2,20800
254,266344007,普通洗练,3,31200
254,266350941,普通洗练,10,65000
254,266351474,普通洗练,5,32500
254,266352299,普通洗练,30,168000
254,266353213,普通洗练,48,224900
254,266354310,普通洗练,77,500500
254,266354875,普通洗练,3,10500
254,266358468,普通洗练,2,20800
254,266364206,普通洗练,26,89600
254,266368154,普通洗练,4,41600
254,266370218,普通洗练,54,302400
254,266370373,普通洗练,2,4200
254,266373934,普通洗练,14,93600
254,266376325,普通洗练,41,193700
254,266376502,普通洗练,5,19500
254,266377237,普通洗练,43,167700
254,266378115,普通洗练,15,156000
254,266381492,普通洗练,1,10400
254,266385608,普通洗练,48,187200
254,266389259,普通洗练,88,582400
254,266397085,普通洗练,10,104000
254,266397168,普通洗练,64,249600
254,266400217,普通洗练,38,247000
254,266401742,普通洗练,3,19500
254,266404519,普通洗练,4,18200
254,266404848,普通洗练,24,93600
254,266404986,普通洗练,1,6500
254,266404989,普通洗练,3,6300
254,266405436,普通洗练,1,3900
254,266405454,普通洗练,239,932100
254,266405460,普通洗练,24,93600
服务器id,玩家uid,操作项目,次数,总银币
251,263192625,普通洗练,13,50700
251,263193482,普通洗练,49,274400
251,263193808,普通洗练,13,135200
251,263194498,普通洗练,2,13000
251,263195036,普通洗练,72,199500
251,263197769,普通洗练,15,58500
251,263198246,普通洗练,27,175500
服务器id,玩家uid,操作项目,次数,总银币
247,258998817,普通洗练,11,114400
247,258999625,普通洗练,6,39000
247,259002262,普通洗练,22,228800
247,259003114,普通洗练,15,92300
247,259003466,普通洗练,3,11700
247,259003710,普通洗练,15,97500
服务器id,玩家uid,操作项目,次数,总银币
264,276824087,普通洗练,21,44100
264,276824095,普通洗练,19,197600
264,276824301,普通洗练,1,10400
264,276824310,普通洗练,56,202000
264,276824860,普通洗练,64,579800
264,276825302,普通洗练,84,291200
264,276825412,普通洗练,2,11200
264,276827592,普通洗练,45,252000
264,276827997,普通洗练,5,32500
264,276829282,普通洗练,22,57400
264,276830630,普通洗练,20,98800
264,276831177,普通洗练,3,19500
264,276831333,普通洗练,26,247000
264,276831642,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
248,260046901,普通洗练,83,503200
248,260047004,普通洗练,19,74100
248,260047090,普通洗练,25,166400
248,260047354,普通洗练,7,72800
248,260047701,普通洗练,1,10400
248,260048484,普通洗练,65,227500
248,260049109,普通洗练,40,140000
248,260050720,普通洗练,49,171500
248,260051369,普通洗练,43,167700
248,260053215,普通洗练,11,42900
248,260053655,普通洗练,4,41600
248,260054825,普通洗练,6,23400
248,260055311,普通洗练,8,52000
248,260055558,普通洗练,60,288600
248,260058104,普通洗练,10,65000
248,260059099,普通洗练,58,226200
248,260059502,普通洗练,41,426400
248,260060347,普通洗练,60,126000
248,260060695,普通洗练,5,52000
248,260060778,普通洗练,8,83200
248,260061087,普通洗练,29,301600
248,260061953,普通洗练,45,292500
248,260065236,普通洗练,2,20800
248,260065592,普通洗练,10,65000
248,260067402,普通洗练,1,3900
248,260067627,普通洗练,14,80600
248,260069294,普通洗练,11,42900
248,260069511,普通洗练,13,84500
248,260071353,普通洗练,15,97500
248,260072500,普通洗练,7,39200
248,260074614,普通洗练,19,74100
248,260075988,普通洗练,15,97500
248,260076726,普通洗练,3,19500
248,260076881,普通洗练,62,345800
248,260077504,普通洗练,27,183300
248,260077745,普通洗练,3,19500
248,260078175,普通洗练,30,117000
248,260078273,普通洗练,5,32500
248,260078413,普通洗练,20,78000
248,260078625,普通洗练,30,119600
248,260079125,普通洗练,59,321100
248,260079405,普通洗练,3,19500
248,260081034,普通洗练,4,26000
248,260081141,普通洗练,31,120900
248,260081144,普通洗练,10,39000
248,260081146,普通洗练,79,308100
248,260081183,普通洗练,31,201500
服务器id,玩家uid,操作项目,次数,总银币
246,257949712,普通洗练,7,72800
246,257949727,普通洗练,1,10400
246,257949791,普通洗练,6,62400
246,257950547,普通洗练,8,83200
246,257951279,普通洗练,6,62400
246,257954791,普通洗练,121,786500
246,257961059,普通洗练,1,10400
246,257965321,普通洗练,27,149500
246,257966180,普通洗练,1,3900
246,257973730,普通洗练,83,323700
246,257979705,普通洗练,17,66300
246,257988812,普通洗练,62,390000
246,257993942,普通洗练,18,97500
246,257994183,普通洗练,17,110500
246,257996490,普通洗练,33,211900
246,257998359,普通洗练,3,19500
246,258003381,普通洗练,1,3900
246,258003428,普通洗练,28,109200
246,258004089,普通洗练,2,20800
246,258004238,普通洗练,50,286000
246,258005370,普通洗练,13,50700
服务器id,玩家uid,操作项目,次数,总银币
245,256901130,普通洗练,9,58500
245,256901749,普通洗练,3,31200
245,256903472,普通洗练,22,228800
245,256903974,普通洗练,56,341900
245,256904765,普通洗练,16,166400
245,256905596,普通洗练,5,19500
245,256906008,普通洗练,24,68600
服务器id,玩家uid,操作项目,次数,总银币
244,255857520,普通洗练,23,100100
244,255862141,普通洗练,3,19500
244,255864742,普通洗练,20,208000
244,255865892,普通洗练,14,54600
244,255867476,普通洗练,56,364000
244,255867762,普通洗练,15,94900
244,255868510,普通洗练,11,71500
244,255872471,普通洗练,9,58500
244,255886437,普通洗练,9,35100
244,255887425,普通洗练,18,70200
244,255887460,普通洗练,32,124800
244,255887461,普通洗练,48,187200
服务器id,玩家uid,操作项目,次数,总银币
243,254804679,普通洗练,2,7800
服务器id,玩家uid,操作项目,次数,总银币
241,252706901,普通洗练,13,130400
241,252707097,普通洗练,103,490000
241,252707166,普通洗练,281,1597000
241,252707750,普通洗练,22,50400
241,252708032,普通洗练,13,58800
241,252708339,普通洗练,75,780000
241,252708589,普通洗练,40,292500
241,252709112,普通洗练,37,240500
241,252709247,普通洗练,4,15600
241,252709420,普通洗练,3,31200
241,252710318,普通洗练,2,20800
241,252711088,普通洗练,11,42900
241,252711378,普通洗练,95,503100
241,252711592,普通洗练,27,185900
241,252711733,普通洗练,6,33600
241,252712296,普通洗练,12,124800
241,252713967,普通洗练,11,114400
241,252714666,普通洗练,2,11200
241,252714799,普通洗练,37,384800
241,252716445,普通洗练,6,39000
241,252718129,普通洗练,10,37100
241,252720816,普通洗练,5,32500
241,252721672,普通洗练,3,11700
241,252721731,普通洗练,24,74900
241,252722232,普通洗练,39,405600
241,252725274,普通洗练,10,104000
241,252726449,普通洗练,5,19500
241,252726467,普通洗练,13,50700
241,252726814,普通洗练,12,124800
241,252729851,普通洗练,92,515200
241,252729992,普通洗练,13,135200
241,252730269,普通洗练,1,3900
241,252733015,普通洗练,1,10400
241,252736167,普通洗练,28,174200
241,252736610,普通洗练,31,90300
241,252738433,普通洗练,10,104000
241,252738919,普通洗练,29,113100
241,252739323,普通洗练,35,227500
241,252739341,普通洗练,17,110500
241,252739492,普通洗练,4,15600
241,252739984,普通洗练,39,152100
服务器id,玩家uid,操作项目,次数,总银币
240,251658599,普通洗练,13,135200
240,251659196,普通洗练,13,135200
240,251659664,普通洗练,15,97500
240,251659939,普通洗练,29,188500
240,251660321,普通洗练,81,315900
240,251661280,普通洗练,18,83200
240,251662291,普通洗练,5,32500
240,251662428,普通洗练,32,208000
240,251662715,普通洗练,4,26000
240,251663483,普通洗练,37,144300
服务器id,玩家uid,操作项目,次数,总银币
239,250609726,普通洗练,1,5600
239,250609767,普通洗练,10,104000
239,250609790,普通洗练,13,50700
239,250609825,普通洗练,24,249600
239,250609920,普通洗练,51,310500
239,250609973,普通洗练,13,89700
239,250610477,普通洗练,41,116700
239,250610504,普通洗练,1,10400
239,250610606,普通洗练,20,208000
239,250610966,普通洗练,143,1111500
239,250611054,普通洗练,20,145600
239,250611540,普通洗练,17,176800
239,250611820,普通洗练,9,58500
239,250612020,普通洗练,18,109200
239,250612081,普通洗练,13,101400
239,250612375,普通洗练,51,123900
239,250613042,普通洗练,81,315900
239,250614556,普通洗练,3,11700
239,250615249,普通洗练,2,20800
239,250615683,普通洗练,55,364000
239,250615824,普通洗练,21,117600
239,250615927,普通洗练,3,31200
239,250618339,普通洗练,8,83200
239,250618494,普通洗练,21,218400
239,250619463,普通洗练,16,89600
239,250621420,普通洗练,3,31200
239,250623837,普通洗练,1,10400
239,250623891,普通洗练,18,37800
239,250624566,普通洗练,40,253500
239,250625032,普通洗练,45,300300
239,250625758,普通洗练,59,391300
239,250629873,普通洗练,15,117000
239,250630509,普通洗练,45,188500
239,250631067,普通洗练,35,210600
239,250634670,普通洗练,41,227900
239,250634808,普通洗练,5,32500
239,250635799,普通洗练,24,249600
239,250636589,普通洗练,6,39000
239,250638035,普通洗练,4,26000
239,250638863,普通洗练,4,15600
239,250639488,普通洗练,2,11200
239,250639508,普通洗练,13,84500
239,250644425,普通洗练,8,52000
239,250644634,普通洗练,1,3900
239,250644785,普通洗练,11,42900
239,250644834,普通洗练,12,46800
239,250644864,普通洗练,33,128700
服务器id,玩家uid,操作项目,次数,总银币
238,249563080,普通洗练,6,39000
238,249565091,普通洗练,7,45500
238,249566719,普通洗练,27,102900
238,249571944,普通洗练,37,384800
238,249576271,普通洗练,4,26000
238,249583204,普通洗练,224,1907100
238,249587281,普通洗练,1,6500
238,249588437,普通洗练,20,127400
238,249593235,普通洗练,6,62400
238,249593504,普通洗练,68,265200
238,249598968,普通洗练,35,227500
238,249602835,普通洗练,21,136500
238,249603536,普通洗练,22,85800
238,249603933,普通洗练,1,2100
服务器id,玩家uid,操作项目,次数,总银币
237,248512578,普通洗练,2,20800
237,248512602,普通洗练,21,136500
237,248512665,普通洗练,1,10400
237,248512840,普通洗练,134,891800
237,248513773,普通洗练,73,485600
237,248519611,普通洗练,22,215800
237,248520993,普通洗练,8,52000
237,248522462,普通洗练,57,222300
237,248527080,普通洗练,9,58500
237,248531033,普通洗练,33,230100
237,248537445,普通洗练,14,54600
237,248540220,普通洗练,1,6500
237,248543253,普通洗练,11,71500
237,248554227,普通洗练,2,20800
237,248554802,普通洗练,3,11700
237,248554930,普通洗练,75,399100
237,248555254,普通洗练,3,19500
237,248555683,普通洗练,11,71500
237,248556092,普通洗练,22,46200
服务器id,玩家uid,操作项目,次数,总银币
236,247463958,普通洗练,24,93600
236,247464297,普通洗练,1,10400
236,247464703,普通洗练,6,62400
236,247465996,普通洗练,8,31200
236,247467234,普通洗练,40,344500
236,247472348,普通洗练,1,6500
236,247476259,普通洗练,4,15600
236,247477606,普通洗练,3,31200
236,247486208,普通洗练,81,315900
236,247486242,普通洗练,1,3900
236,247486243,普通洗练,68,265200
236,247486244,普通洗练,9,35100
236,247486245,普通洗练,8,31200
236,247486246,普通洗练,5,19500
236,247486439,普通洗练,44,171600
服务器id,玩家uid,操作项目,次数,总银币
235,246415361,普通洗练,27,175500
235,246420456,普通洗练,1,10400
235,246421302,普通洗练,10,39000
服务器id,玩家uid,操作项目,次数,总银币
234,245367524,普通洗练,57,592800
234,245367564,普通洗练,58,236600
234,245367587,普通洗练,31,183200
234,245368360,普通洗练,60,252000
234,245369731,普通洗练,18,100800
234,245370146,普通洗练,8,83200
234,245370337,普通洗练,26,270400
234,245370915,普通洗练,19,154700
234,245371296,普通洗练,26,101400
服务器id,玩家uid,操作项目,次数,总银币
233,244318475,普通洗练,135,1132300
233,244318771,普通洗练,25,260000
233,244318919,普通洗练,2,4200
233,244323728,普通洗练,1,10400
233,244324267,普通洗练,4,22400
233,244324552,普通洗练,4,41600
233,244325833,普通洗练,5,19500
233,244326676,普通洗练,15,97500
233,244327788,普通洗练,20,130000
233,244328522,普通洗练,9,50400
233,244335340,普通洗练,29,113100
233,244335830,普通洗练,11,42900
233,244336029,普通洗练,14,91000
233,244336043,普通洗练,72,462800
233,244336851,普通洗练,13,128700
233,244340578,普通洗练,7,45500
233,244341720,普通洗练,13,135200
233,244342140,普通洗练,17,176800
233,244346742,普通洗练,12,46800
233,244350007,普通洗练,1,3900
233,244351021,普通洗练,3,6300
233,244351885,普通洗练,10,104000
233,244352629,普通洗练,15,156000
233,244353914,普通洗练,11,71500
233,244355031,普通洗练,52,361400
233,244360690,普通洗练,1,10400
233,244361128,普通洗练,98,548800
233,244361890,普通洗练,11,114400
233,244362632,普通洗练,10,43400
233,244362707,普通洗练,23,116500
233,244363290,普通洗练,7,45500
233,244363600,普通洗练,15,58500
233,244363782,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
232,243269756,普通洗练,120,782000
232,243271088,普通洗练,18,128700
232,243273503,普通洗练,26,101400
232,243274389,普通洗练,34,132600
服务器id,玩家uid,操作项目,次数,总银币
231,242222708,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
230,241172591,普通洗练,47,202800
230,241172596,普通洗练,12,124800
230,241172603,普通洗练,2,7800
230,241172708,普通洗练,4,41600
230,241173536,普通洗练,15,93600
230,241178341,普通洗练,3,11700
230,241178602,普通洗练,5,52000
230,241179035,普通洗练,17,110500
230,241183653,普通洗练,1,10400
230,241186245,普通洗练,28,176800
230,241187724,普通洗练,5,52000
230,241189210,普通洗练,50,325000
230,241194795,普通洗练,22,143000
230,241196050,普通洗练,79,391300
230,241202332,普通洗练,2,20800
230,241202805,普通洗练,1,2100
230,241203657,普通洗练,4,15600
230,241205616,普通洗练,3,19500
230,241206146,普通洗练,17,95200
服务器id,玩家uid,操作项目,次数,总银币
229,240123991,普通洗练,10,39000
229,240124155,普通洗练,8,79300
229,240128560,普通洗练,21,218400
229,240128703,普通洗练,2,7800
服务器id,玩家uid,操作项目,次数,总银币
228,239075601,普通洗练,36,146900
228,239075607,普通洗练,8,83200
228,239076637,普通洗练,28,291200
228,239077702,普通洗练,2,13000
228,239079361,普通洗练,22,123200
228,239082213,普通洗练,2,7800
228,239082215,普通洗练,30,117000
服务器id,玩家uid,操作项目,次数,总银币
227,238028218,普通洗练,69,323400
227,238031419,普通洗练,54,432900
服务器id,玩家uid,操作项目,次数,总银币
223,233832714,普通洗练,11,114400
223,233832745,普通洗练,54,399100
223,233832934,普通洗练,3,19500
223,233833113,普通洗练,9,31500
223,233833386,普通洗练,1,5600
223,233833455,普通洗练,43,167700
223,233835243,普通洗练,26,169000
223,233835497,普通洗练,76,322400
223,233837535,普通洗练,4,26000
223,233838177,普通洗练,2,11200
223,233838395,普通洗练,97,578500
223,233839212,普通洗练,59,613600
223,233839280,普通洗练,10,104000
223,233847917,普通洗练,34,338000
223,233849231,普通洗练,15,156000
223,233852794,普通洗练,21,218400
223,233864633,普通洗练,10,39000
223,233870117,普通洗练,52,517400
223,233871811,普通洗练,23,239200
223,233872885,普通洗练,79,280700
223,233877370,普通洗练,52,540800
223,233878107,普通洗练,2,13000
223,233878125,普通洗练,6,62400
223,233878273,普通洗练,19,197600
223,233879122,普通洗练,31,120900
223,233879125,普通洗练,5,10500
服务器id,玩家uid,操作项目,次数,总银币
221,231735642,普通洗练,10,104000
221,231736040,普通洗练,39,273000
221,231736785,普通洗练,37,144300
221,231737842,普通洗练,1,6500
221,231737967,普通洗练,28,224900
221,231738158,普通洗练,24,249600
221,231739682,普通洗练,8,52000
221,231753209,普通洗练,7,45500
221,231755374,普通洗练,22,143000
221,231758063,普通洗练,4,41600
221,231760424,普通洗练,43,150500
221,231764421,普通洗练,46,192400
221,231765834,普通洗练,39,152100
221,231765835,普通洗练,127,495300
221,231765980,普通洗练,22,85800
服务器id,玩家uid,操作项目,次数,总银币
220,230686781,普通洗练,33,180700
220,230687417,普通洗练,3,31200
220,230687588,普通洗练,19,139100
220,230688629,普通洗练,38,395200
220,230689046,普通洗练,9,58500
220,230692053,普通洗练,29,162400
220,230693279,普通洗练,170,663000
220,230693588,普通洗练,10,104000
220,230694907,普通洗练,4,26000
220,230698107,普通洗练,1,6500
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
224,234881030,普通洗练,14,91000
224,234885053,普通洗练,29,227500
224,234885772,普通洗练,1,3900
224,234886566,普通洗练,127,1320800
服务器id,玩家uid,操作项目,次数,总银币
249,261095874,普通洗练,1,10400
249,261095998,普通洗练,53,551200
249,261096630,普通洗练,18,117000
249,261096790,普通洗练,2,13000
249,261097822,普通洗练,14,54600
249,261099196,普通洗练,16,104000
249,261099714,普通洗练,9,58500
249,261099906,普通洗练,37,117100
249,261100170,普通洗练,35,136500
249,261100177,普通洗练,12,46800
服务器id,玩家uid,操作项目,次数,总银币
250,262144081,普通洗练,4,26000
250,262144096,普通洗练,2,20800
250,262144183,普通洗练,54,302400
250,262145102,普通洗练,11,114400
250,262148994,普通洗练,5,32800
250,262150709,普通洗练,13,72800
250,262155302,普通洗练,31,158900
250,262156717,普通洗练,15,58500
250,262157975,普通洗练,3,11700
250,262163786,普通洗练,1,5600
250,262164857,普通洗练,10,21000
250,262167358,普通洗练,91,678900
250,262168487,普通洗练,62,347200
250,262169217,普通洗练,2,10400
250,262170486,普通洗练,45,261300
250,262172212,普通洗练,17,59500
250,262174695,普通洗练,16,166400
250,262174716,普通洗练,1,5600
250,262175571,普通洗练,4,26000
250,262175993,普通洗练,8,31200
250,262179389,普通洗练,16,104000
250,262182327,普通洗练,7,45500
250,262183695,普通洗练,4,26000
250,262183962,普通洗练,2,11200
250,262184247,普通洗练,9,58500
250,262185063,普通洗练,5,32500
250,262185218,普通洗练,6,39000
250,262185562,普通洗练,11,71500
250,262186110,普通洗练,2,7800
250,262186724,普通洗练,5,17500
250,262186801,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
222,232783938,普通洗练,34,221000
222,232786286,普通洗练,11,114400
222,232788092,普通洗练,5,19500
222,232788193,普通洗练,7,27300
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
216,226492558,普通洗练,109,477100
216,226493411,普通洗练,4,41600
216,226493593,普通洗练,7,27300
服务器id,玩家uid,操作项目,次数,总银币
217,227541001,普通洗练,11,71500
217,227541105,普通洗练,14,145600
217,227541338,普通洗练,82,459200
217,227541632,普通洗练,52,202800
217,227542302,普通洗练,19,197600
217,227542922,普通洗练,99,702000
217,227543130,普通洗练,19,118300
217,227543946,普通洗练,14,145600
217,227551274,普通洗练,1,10400
217,227553234,普通洗练,9,35100
217,227558824,普通洗练,1,10400
217,227560090,普通洗练,20,208000
217,227574957,普通洗练,29,162400
217,227578363,普通洗练,16,166400
217,227579257,普通洗练,57,370500
217,227579841,普通洗练,24,156000
217,227582896,普通洗练,7,45500
217,227594484,普通洗练,62,195000
217,227596345,普通洗练,3,31200
217,227598899,普通洗练,26,101400
217,227601932,普通洗练,31,201500
217,227609408,普通洗练,5,29900
217,227612995,普通洗练,55,357500
217,227614400,普通洗练,13,84500
217,227616125,普通洗练,76,449800
217,227618098,普通洗练,15,58500
217,227619859,普通洗练,41,170300
217,227625246,普通洗练,66,686400
217,227634602,普通洗练,8,83200
217,227634965,普通洗练,1,10400
217,227643837,普通洗练,6,39000
217,227646934,普通洗练,1087,5606900
217,227647243,普通洗练,1,10400
217,227649670,普通洗练,6,23400
服务器id,玩家uid,操作项目,次数,总银币
215,225443963,普通洗练,5,19500
215,225443973,普通洗练,437,3000400
215,225444028,普通洗练,105,1092000
215,225444658,普通洗练,72,280800
215,225444737,普通洗练,21,117600
215,225445498,普通洗练,133,1188200
215,225446623,普通洗练,158,1027000
215,225449603,普通洗练,10,39000
215,225450016,普通洗练,80,832000
215,225453666,普通洗练,15,156000
215,225454076,普通洗练,15,156000
215,225455931,普通洗练,74,155400
215,225457635,普通洗练,4,23400
215,225464705,普通洗练,104,925600
215,225465920,普通洗练,19,197600
215,225468527,普通洗练,2,20800
215,225471357,普通洗练,42,147000
215,225471612,普通洗练,137,1424800
215,225473378,普通洗练,106,689000
215,225473869,普通洗练,2,7800
215,225474528,普通洗练,2,7800
215,225476509,普通洗练,22,85800
215,225478116,普通洗练,58,377000
215,225480070,普通洗练,41,252200
215,225483846,普通洗练,28,182000
215,225491017,普通洗练,57,222300
215,225491446,普通洗练,167,1596400
215,225494147,普通洗练,10,65000
215,225497530,普通洗练,5,52000
215,225502540,普通洗练,4,26000
215,225502549,普通洗练,59,613600
215,225503589,普通洗练,4,26000
215,225504147,普通洗练,7,27300
215,225504588,普通洗练,1,6500
215,225505013,普通洗练,7,26500
215,225507381,普通洗练,93,406900
215,225507640,普通洗练,52,202800
215,225507933,普通洗练,13,50700
服务器id,玩家uid,操作项目,次数,总银币
214,224396197,普通洗练,6,48000
214,224397214,普通洗练,20,78000
214,224398925,普通洗练,7,72800
214,224400215,普通洗练,2,20800
214,224402534,普通洗练,66,296100
214,224402641,普通洗练,117,479700
214,224403041,普通洗练,12,78000
214,224404849,普通洗练,3,31200
214,224405238,普通洗练,4,26000
214,224405607,普通洗练,156,803400
214,224406043,普通洗练,4,41600
214,224406204,普通洗练,24,93600
服务器id,玩家uid,操作项目,次数,总银币
212,222298220,普通洗练,39,218400
212,222298252,普通洗练,185,1924000
212,222298291,普通洗练,4,22400
212,222298306,普通洗练,1,3900
212,222298311,普通洗练,6,39000
212,222298346,普通洗练,14,91000
212,222299265,普通洗练,22,228800
212,222299591,普通洗练,81,652600
212,222304608,普通洗练,1,10400
212,222307961,普通洗练,8,83200
212,222308075,普通洗练,21,136500
212,222308819,普通洗练,30,142800
212,222312718,普通洗练,25,260000
212,222324508,普通洗练,9,93600
212,222329500,普通洗练,49,265400
212,222332514,普通洗练,53,500500
212,222335220,普通洗练,2,13000
212,222343891,普通洗练,6,62400
212,222347037,普通洗练,11,42900
212,222347741,普通洗练,3,31200
212,222348134,普通洗练,76,790400
212,222355212,普通洗练,6,62400
212,222358649,普通洗练,5,32500
212,222359065,普通洗练,10,65000
212,222361045,普通洗练,62,403000
212,222361128,普通洗练,18,63000
212,222362640,普通洗练,5,52000
212,222362980,普通洗练,5,52000
212,222364741,普通洗练,39,152100
212,222365320,普通洗练,11,71500
